Country,Region,Site,Zone ,Latitude (DD),Longitude (DD),Period,Phase,Start BP,End BP,Radiocarbon Dates (BP),Sourc(es),Table(s) Included,Total Chipped Stone,Total Chert ,Total Obsidian,Total Blade,Total Obstdion/Total Chipped Stone,Blade Ratio (Total Blades/Total Obsidian),Blade Ratio (Total Blades/Total Chipped Stone),P&G Platform,P&G Ratio,Notes,Comments,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 307,E,18.03542778,-97.09123889,Archaic,El Riego,8500,6800,,Byers 1967,"1,6,8,10,12",27,26,0,0,0,0,0,0,,from zone E,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 307,D^1D^2,18.03542778,-97.09123889,Archaic,El Riego,8500,6800,,Byers 1967,"1,6,8,12",25,24,0,0,0,0,0,0,,from zone D^1D^2,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,Q,18.03542778,-97.21886667,Archaic,Coxcatlan,6800,5500,,Byers 1967,"6,8",3,3,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,XIII,18.44056389,-97.21886667,Archaic,Coxcatlan,6800,5500,,Byers 1967,"1,6,8,10,12",180,154,0,0,0,0,0,0,,from zone 13,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 307,D,18.03542778,-97.09123889,Archaic,Coxcatlan,6800,5500,,Byers 1967,"1,6,8,10,12",15,9,0,0,0,0,0,0,,from zone D,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,XII,18.44056389,-97.21886667,Archaic,Coxcatlan,6800,5500,,Byers 1967,"1,6,8,10,12",166,129,1,0,0.006024096,0,0,0,,from zone 12,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35w,4,18.44108889,-97.54069722,Archaic,Coxcatlan,6800,5500,,Byers 1967,"1,6,8,10,12",218,162,1,1,0.004587156,1,0.004587156,0,,from zone 4,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 254,E,18.38073611,-97.39075833,Archaic,Coxcatlan,6800,5500,,Byers 1967,"1,6,8,12",11,11,0,0,0,0,0,0,,from zone E,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,XI,18.44056389,-97.21886667,Archaic,Coxcatlan,6800,5500,,Byers 1967,"1,6,8,10,12",393,279,0,0,0,0,0,0,,from zone 11,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,P,18.03542778,-97.21886667,Archaic,Coxcatlan,6800,5500,,Byers 1967,"6,12",3,3,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,O,18.03542778,-97.21886667,Archaic,Coxcatlan,6800,5500,,Byers 1967,"6,10",2,1,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 307,C,18.03542778,-97.09123889,Archaic,Coxcatlan,6800,5500,,Byers 1967,"1,6,12",7,5,2,2,0.285714286,1,0.285714286,0,,from zone C,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,X,18.44056389,-97.21886667,Archaic,Abejas,5500,4300,,Byers 1967,"1,6,8,10,12",365,217,3,2,0.008219178,0.666666667,0.005479452,0,,from zone 10,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 254,D,18.38073611,-97.39075833,Archaic,Abejas,5500,4300,,Byers 1967,"1,6,8,10,12",27,24,2,3,0.074074074,1.5,0.111111111,0,,from zone D,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 307,B,18.03542778,-97.09123889,Archaic,Abejas,5500,4300,,Byers 1967,"1,6,8,10,12",43,38,2,1,0.046511628,0.5,0.023255814,0,,from zone B,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,N,18.03542778,-97.21886667,Archaic,Abejas,5500,4300,,Byers 1967,"1,6,12",19,18,1,1,0.052631579,1,0.052631579,0,,from zone N,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,N^1,18.03542778,-97.21886667,Archaic,Abejas,5500,4300,,Byers 1967,1,1,,1,1,1,1,1,0,,from zone N^1,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 51,C,18.44056389,-97.21886667,Archaic,Abejas,5500,4300,,Byers 1967,"1,6,8,10,12",41,34,1,1,0.024390244,1,0.024390244,0,,from zone C,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,IX,18.44056389,-97.21886667,Archaic,Abejas,5500,4300,,Byers 1967,"1,6,8,10,12",401,249,3,2,0.007481297,0.666666667,0.004987531,0,,from zone 9,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,VIII,18.44056389,-97.21886667,Archaic,Abejas,5500,4300,,Byers 1967,"1,6,8,10,12",152,102,2,1,0.013157895,0.5,0.006578947,0,,from zone 8,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,L,18.03542778,-97.21886667,Archaic,Abejas,5500,4300,,Byers 1967,"8,12",4,4,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,K^1,18.03542778,-97.21886667,Early Formative,Purron,4300,3500,,Byers 1967,"1,12",5,2,3,3,0.6,1,0.6,0,,from zone K^1,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,K,18.03542778,-97.21886667,Early Formative,Purron,4300,3500,,Byers 1967,"1,8",3,1,2,2,0.666666667,1,0.666666667,0,,from zone K,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204,H,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,8,10,12",58,43,3,2,0.051724138,0.666666667,0.034482759,0,,from zone H,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,J,18.03542778,-97.21886667,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,8,12",14,10,4,4,0.285714286,1,0.285714286,0,,from zone J,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204,G,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,8,10,12",67,59,1,0,0.014925373,0,0,0,,from zone G,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204D,sub E,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,10",9,2,2,2,0.222222222,1,0.222222222,0,,from zone sub E,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204,G^1,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,8,10,12",101,81,4,4,0.03960396,1,0.03960396,0,,from zone G^1,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204,F,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,8,10,12",115,94,2,1,0.017391304,0.5,0.008695652,0,,from zone F,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204D,E,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,10,12",18,8,3,4,0.166666667,1.333333333,0.222222222,0,,from zone E,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204,F^1,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,8,10,12",46,31,3,2,0.065217391,0.666666667,0.043478261,0,,from zone F^1,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 254,C,18.38073611,-97.39075833,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,8,12",23,22,1,1,0.043478261,1,0.043478261,0,,from zone C,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204,E,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"6,12",5,3,2,0,0.4,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204C,pit,18.60287778,-97.40244444,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,8,10,12",22,7,5,3,0.227272727,0.6,0.136363636,0,,from pit,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,K^3,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"6,12",9,9,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,K^3,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,10,4,,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,K^2,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,12",26,21,5,5,0.192307692,1,0.192307692,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,K^2,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"8,10",11,4,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,K^1,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,12",17,16,1,0,0.058823529,0,0,0,,"Ask about table 8,10.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,K^1,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"8,10",8,3,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,J,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,"1,6,12",4,2,2,2,0.5,1,0.5,0,,Ask about table 10,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,J,18.08658889,-97.12970556,Early Formative-Middle Formative,Ajalpan,3500,2900,,Byers 1967,10,6,,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,I,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,4,,4,4,1,1,1,0,,"Ask about table 6, 8, 10,12.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,I,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,10,12",36,24,1,0,0.027777778,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,H,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,7,1,6,6,0.857142857,1,0.857142857,0,,"Ask about table 6, 8, 10,12.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,H,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,10,12",23,17,1,,0.043478261,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,G,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,8,,8,8,1,1,1,0,,"Ask about table 6, 8, 10,12.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,G,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,10,12",48,45,1,0,0.020833333,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,F,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,11,,11,11,1,1,1,0,,"Ask about table 6, 8, 10,12.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,F,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,10,12",48,47,4,,0.083333333,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,E,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,12,,12,12,1,1,1,0,,"Ask about table 6, 8, 10,12.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 386e,E,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,10,12",51,46,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 367,D^2,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,10,12",18,3,13,13,0.722222222,1,0.722222222,0,,from zone D^2,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 367,D^1,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,8,10,12",46,16,27,27,0.586956522,1,0.586956522,0,,from zone D^1,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 367,C,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,8,10,12",39,10,27,27,0.692307692,1,0.692307692,1,,from zone C,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,D,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,1,,1,1,1,1,1,0,,"Ask about table 6, 8, 10,12.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,D,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,10,12",16,12,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 272,I,18.03542778,-97.21886667,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,12",4,1,3,3,0.75,1,0.75,0,,from zone I,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,C^2,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,2,,2,2,1,1,1,0,,"Ask about table 6,8,12.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,C^2,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,12",13,13,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,C^1,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,6,1,5,5,0.833333333,1,0.833333333,0,,"Ask about table 6,8,12.",,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,C^1,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,12",25,25,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,H,18.03542778,-97.21886667,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,10",14,,13,12,0.928571429,0.923076923,0.857142857,0,,from zone H,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,C,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,8,10,12",36,13,20,17,0.555555556,0.85,0.472222222,1,,from zone C,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,B,18.03542778,-97.21886667,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,6,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368w,D,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,8,12",9,5,4,4,0.444444444,1,0.444444444,0,,from zone D,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,G,18.03542778,-97.21886667,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"8,12",17,17,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,B,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,6,1,1,0,0,0,0,0,0,,Ask about table 8.,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,B,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"8,12",18,18,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368w,C,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,12",10,8,2,2,0.2,1,0.2,0,,from zone C,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368w,B,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,8",3,2,1,1,0.333333333,1,0.333333333,0,,from zone B,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-11,G,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6",4,1,3,3,0.75,1,0.75,0,,from zone G,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368,B^1,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,6,4,2,2,0,0.5,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-11,F,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,10",4,,3,3,0.75,1,0.75,0,,from zone F,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,B^1,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,8,10,12",55,17,34,34,0.618181818,1,0.618181818,0,,from zone B^1,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 204,AB,18.60287778,-97.40244444,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,8,10,12",102,75,10,9,0.098039216,0.9,0.088235294,0,,from zone AB,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 368w,B^1,18.08658889,-97.12970556,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6",7,,7,6,1,0.857142857,0.857142857,0,,from zone B^1,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-6,G,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,12",36,35,1,1,0.027777778,1,0.027777778,0,,from zone G,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-11,E,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,12",5,2,3,3,0.6,1,0.6,0,,from zone E,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-10,C^2,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,12",4,4,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-6,F,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,12,2,2,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-11,D,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,8",13,7,6,6,0.461538462,1,0.461538462,0,,from zone D,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-10,C^1,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,12",15,15,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-10,C,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"6,8,10,12",25,23,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-10,B^1,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"8,12",7,7,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-10,B,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,200,,Byers 1967,"8,12",9,9,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-11,C,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,1,3,0,3,3,1,1,1,0,,from zone C,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-11,B,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6",10,6,4,4,0.4,1,0.4,0,,from zone B,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-6,E,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,8,10,12",7,4,1,1,0.142857143,1,0.142857143,0,,from zone E,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-6,D,18.07303333,-97.14956389,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"8,10,12",4,2,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,VII,18.44056389,-97.21886667,Middle Formative-Late Formative,Santa Maria,2900,2200,,Byers 1967,"1,6,8,10,12",97,77,3,2,0.030927835,0.666666667,0.020618557,0,,from zone 7,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 307,A,18.03542778,-97.09123889,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,8,10,12",7,5,1,1,0.142857143,1,0.142857143,0,,from zone A,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-6,A,18.07303333,-97.14956389,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,10,12",114,40,72,72,0.631578947,1,0.631578947,0,,from zone A,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-10,A,18.07303333,-97.14956389,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,12",448,306,162,152,0.361607143,0.938271605,0.339285714,1,,from zone A,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 218-11,A,18.07303333,-97.14956389,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,12",14,11,3,3,0.214285714,1,0.214285714,0,,from zone A,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,F,18.03542778,-97.21886667,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"6,8,10",3,2,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,VI,18.44056389,-97.21886667,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,10,12",60,49,3,4,0.05,1.333333333,0.066666667,0,,from zone 6,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,E,18.03542778,-97.21886667,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,1,5,,6,5,1.2,0.833333333,1,0,,from zone E,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,D,18.03542778,-97.21886667,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,8",3,2,1,1,0.333333333,1,0.333333333,0,,from zone D,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,C,18.03542778,-97.21886667,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,8,1,1,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 272,A,18.03542778,-97.21886667,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,12",11,10,9,8,0.818181818,0.888888889,0.727272727,3,,from zone A,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,V,18.44056389,-97.21886667,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,10,12",29,25,2,2,0.068965517,1,0.068965517,0,,from zone 5,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 254,C^1,18.38073611,-97.39075833,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"8,12",7,7,0,0,0,0,0,0,,,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 254,B,18.38073611,-97.39075833,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,10,12",104,94,4,5,0.038461538,1.25,0.048076923,1,,from zone B,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,IV,18.44056389,-97.21886667,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,10,12",51,34,8,7,0.156862745,0.875,0.137254902,1,,from zone 4,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35w,3 - 4,18.44108889,-97.54069722,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,10,12",107,77,1,1,0.009345794,1,0.009345794,0,,from zone 3-4,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35e,E,18.44108889,-97.54069722,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,12",21,8,13,13,0.619047619,1,0.619047619,0,,from zone E,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 255,B,18.38073611,-97.39075833,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,12",43,42,1,1,0.023255814,1,0.023255814,0,,from zone B,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35e,D,18.44108889,-97.54069722,Late Formative-Classic,Palo Blanco,2200,1300,,Byers 1967,"1,6,8,10,12",46,22,18,18,0.391304348,1,0.391304348,0,,from zone D,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35e,C,18.44108889,-97.54069722,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",100,41,41,41,0.41,1,0.41,13,,from zone C,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 255,A,18.38073611,-97.39075833,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,12",56,49,7,7,0.125,1,0.125,0,,from zone A,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,III,18.44056389,-97.21886667,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",17,6,7,7,0.411764706,1,0.411764706,4,,from zone 3,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35e,B,18.44108889,-97.54069722,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",47,20,24,23,0.510638298,0.958333333,0.489361702,15,,from zone B,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35w,3,18.44108889,-97.54069722,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",180,96,56,56,0.311111111,1,0.311111111,1,,from zone 3,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,II,18.44056389,-97.21886667,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",76,14,59,58,0.776315789,0.983050847,0.763157895,24,,from zone 2,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35w,2,18.44108889,-97.54069722,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",126,70,40,39,0.317460317,0.975,0.30952381,16,,from zone 2,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 35w,1,18.44108889,-97.54069722,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",218,62,143,142,0.655963303,0.993006993,0.651376147,12,,from zone 1,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 367,B,18.08658889,-97.12970556,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",51,11,37,37,0.725490196,1,0.725490196,7,,from zone B,,,,,,,,,,,
Mexico,Tehuacan Valley,Tc 50,I,18.44056389,-97.21886667,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,12",18,12,6,4,0.333333333,0.666666667,0.222222222,2,,from zone 1,,,,,,,,,,,
Mexico,Tehuacan Valley,Ts 368e,A,18.08658889,-97.12970556,Classical-Postclassic,Venta Salada,1300,460,,Byers 1967,"1,6,8,10,12",64,17,43,42,0.671875,0.976744186,0.65625,11,,from zone A,,,,,,,,,,,
